"L","R","F","M","C"
22.97,60,7,16585,0.536115164
98.23,72,8,14028,0.633782435
52.35,139,12,15354,0.579038687
40.9,133,7,13015,0.683091049
24.94,216,12,11357,0.782737519
33.13,64,9,10893,0.816001102
12.19,30,14,15995,0.555708034
61.16,8,8,11273,0.78845915
19.48,242,8,13775,0.645229038
62.06,3,7,12002,0.740538244
18.1,57,8,15769,0.563629273
12.65,193,7,9293,0.956386527
109.71,72,10,13199,0.673307069
105.39,356,10,13446,0.660917745
20.16,2,9,11509,0.772092276
43.94,124,6,13450,0.660669888
91.97,9,9,14601,0.608572016
92.48,68,9,13535,0.656497968
92.32,9,6,11866,0.748819316
32.77,163,6,14384,0.617727336
71.65,31,18,12962,0.685489894
34.26,93,8,9562,0.929187408
62.52,343,13,15593,0.569784519
68.81,43,11,12664,0.701551642
36.58,126,7,10582,0.83951805
12.19,252,7,12407,0.716001451
81.13,134,2,8507,1.044193018
24.48,541,3,9690,0.916666667
64.45,279,10,13489,0.658484691
26.19,1,12,12492,0.710947807
89.06,152,6,14066,0.631337267
80.84,2,6,17859,0.497229968
13.61,31,6,13881,0.639701751
16.87,79,10,13110,0.677293669
80.68,49,7,12248,0.724927335
83.58,65,17,10817,0.820783027
12.58,9,8,12960,0.685050154
17.39,173,10,10725,0.827690443
31.48,299,4,8987,0.987751196
90.29,150,11,13530,0.65605765
25.84,66,7,12295,0.721922733
24.48,112,17,13737,0.646093761
48.97,142,7,11716,0.757523899
41.65,46,12,15922,0.557359
28.23,78,12,12672,0.700284091
24.68,29,15,14624,0.606806619
42.35,142,10,19511,0.45477423
84.97,8,12,12809,0.692691077
49.68,10,9,17969,0.493751461
88.13,435,6,13092,0.677646654
99.1,23,10,15682,0.565728223
61.1,1,14,11036,0.80388456
23.97,141,5,11767,0.753906688
20,130,9,12939,0.685600124
25.52,75,9,12284,0.722146695
19.42,29,13,11866,0.747568684
62.71,78,10,11742,0.755426673
43.16,44,10,12648,0.701309298
94,154,10,11959,0.741705828
15.39,33,5,10385,0.854
16.81,49,11,13094,0.677304109
67.35,284,4,7102,1.248649676
20.23,617,2,13247,0.669351551
27.97,4,16,13582,0.652816964
18.65,479,4,20659,0.429144683
108.29,34,9,12910,0.686717273
47.94,11,10,13744,0.645030559
32.71,248,6,17028,0.520628964
48.65,425,6,9961,0.889950808
41.48,157,11,12436,0.712833709
64.13,121,10,12649,0.700738398
28.77,597,8,10519,0.842627626
61.55,398,10,12068,0.734429897
26.42,81,10,12287,0.721248474
98.03,42,7,13014,0.680875211
34.68,13,7,9457,0.936929259
91.61,65,9,14307,0.619292654
18.61,168,7,9899,0.895060107
55,546,8,11320,0.782535336
16.13,14,10,12163,0.728285785
102.71,25,11,13133,0.674438438
69.03,26,12,15542,0.569895123
12.26,73,7,10181,0.86996464
53.9,69,19,11020,0.803684211
74.42,151,13,10844,0.816577831
34.42,105,12,14669,0.603607608
12.35,110,14,11512,0.769053162
21.71,287,6,13261,0.667617827
34.87,30,12,13634,0.649333284
17.94,102,10,11355,0.779623074
22.19,211,8,9618,0.920371179
21.61,48,10,14819,0.597320332
43.65,562,3,5901,1.5
13.1,189,5,6028,1.46833278
44,32,9,12465,0.709970317
72.77,30,7,17631,0.50191254
56.97,1,20,14531,0.608966348
17.55,27,9,14801,0.597853523
24.87,503,20,12895,0.686157425
16.84,174,14,18711,0.472860884
13.71,7,14,11526,0.767561166
56,62,4,8943,0.989161355
91.35,140,6,17869,0.495019867
43.97,370,4,10300,0.858699029
39.35,201,17,10108,0.874951524
18.03,175,7,10576,0.836120461
72.19,18,26,9880,0.895
33.16,186,10,12411,0.712402707
46.06,77,12,15390,0.574461339
67.03,71,11,8275,1.068374622
111.48,544,6,12734,0.69425161
64.87,467,7,10418,0.848579382
66.32,4,7,6471,1.366156699
92.77,443,5,9590,0.921788321
54.55,76,9,14090,0.627371895
42.97,433,6,9648,0.916210614
50.58,179,13,13163,0.671533845
27.55,95,9,10598,0.834034724
49.77,124,5,10230,0.864
49.23,64,8,10538,0.838740748
36.61,47,10,17232,0.512911444
17.1,13,9,11993,0.736867339
41.1,177,7,14414,0.613091439
93.1,84,14,12050,0.733319502
57.19,34,12,12788,0.690983735
66.32,118,10,12813,0.689598845
111.26,33,12,17888,0.493938953
84,230,11,10471,0.843807659
83.58,81,13,13503,0.654327927
63.71,93,13,16101,0.548708776
17.74,108,9,12788,0.690836722
29.71,20,11,12621,0.699854211
91.23,165,6,9744,0.906454228
33.71,132,10,11359,0.777538516
34.52,510,6,16991,0.519781061
78.42,28,9,12543,0.704022961
23.32,281,10,14061,0.627981651
79.26,291,6,9932,0.889021345
45.58,4,10,23016,0.383610532
89.58,140,12,9687,0.911378136
33.58,23,9,12966,0.68082832
64.74,33,30,12390,0.712333333
67.06,142,11,14944,0.590584181
19.13,81,7,14149,0.623669517
21.58,48,12,9798,0.90061237
45.65,278,4,8966,0.984180236
15.26,363,5,11610,0.76
62.94,21,8,12573,0.701756939
28.84,4,7,9795,0.900511485
12.94,77,7,11807,0.747050902
64.45,96,10,15905,0.554469035
79.39,69,12,16047,0.549481523
78.84,98,8,13100,0.673033588
19.1,16,14,17375,0.507343885
57.29,320,7,14654,0.601532005
73.42,413,6,12429,0.70920428
18.52,19,5,13355,0.66
20.35,133,9,10557,0.834832812
47.32,5,17,15012,0.587069678
41.29,9,12,12102,0.728230871
18.81,172,4,11360,0.775788732
31.58,427,8,18004,0.489430127
59.68,22,15,16419,0.536642914
22.87,197,11,13144,0.67035073
69.84,107,11,13925,0.632743986
85.1,72,8,13992,0.629702687
47.48,124,9,9485,0.928828677
55.55,13,10,10831,0.813386576
28.94,123,7,12786,0.689002033
22.13,1,10,10650,0.827090141
85.65,378,8,13161,0.669288048
84.23,343,8,11104,0.793232169
38.35,6,7,7703,1.143445411
15.23,44,11,14604,0.603082717
24.39,423,10,9381,0.938833813
83.65,468,6,12233,0.719897
53.35,34,14,10227,0.861056028
38.87,62,10,13355,0.659380007
28.03,124,11,12470,0.706168404
89.61,18,16,10531,0.836186497
27.52,35,16,10216,0.861956735
26.35,25,7,12202,0.721621046
16.97,128,7,9407,0.936011481
71.13,579,7,13358,0.65914059
53.39,217,8,9785,0.899814001
52.81,18,17,12240,0.719318627
85.26,1,15,15188,0.579687253
75.84,83,10,12759,0.690040756
45.52,115,7,13142,0.669879775
94.39,2,14,17746,0.496080243
65.06,193,10,13417,0.655990907
43.87,161,7,11409,0.771383995
61.1,7,8,12142,0.724765278
21.39,48,8,11788,0.746491347
72.77,235,8,12944,0.679819221
31,80,10,15946,0.551749028
24.52,12,10,9266,0.949511116
29.39,126,10,15828,0.555821961
42.87,43,8,12240,0.71875
48.42,230,10,9914,0.887315917
52.81,20,8,11831,0.743489139
17.03,90,12,14182,0.620172049
69.55,9,7,12781,0.688122213
65,63,6,11883,0.740108558
81.48,188,5,11726,0.749855023
73.77,62,14,10744,0.818307893
22.06,424,6,9821,0.895204154
51.29,287,7,10866,0.809074176
49.29,49,6,9867,0.890966859
40.97,33,4,10603,0.829072904
34.23,2,22,11051,0.795423944
92.45,34,10,13566,0.647943388
26.97,275,12,12366,0.710794922
65.42,513,6,12644,0.695132078
64.55,200,7,11914,0.737703542
19.16,311,5,16506,0.532460923
35.03,170,8,11293,0.778190915
79.48,272,12,11310,0.777001768
14.52,186,8,13808,0.636397016
38.97,156,7,13225,0.664418147
99.45,56,10,11428,0.768879069
49.68,58,7,13517,0.650011837
74.16,105,7,13167,0.667142857
94.65,15,8,13532,0.6491376
81.9,322,8,15520,0.565979381
56.97,27,16,13516,0.649815774
16.45,321,12,18192,0.482789138
20.9,62,7,13798,0.63653428
23.45,82,13,17059,0.514823847
83.42,198,4,9920,0.885309476
29.52,20,7,8807,0.9971886
47.1,2,8,14283,0.614807813
86.32,208,4,9033,0.97203919
18.06,99,6,10914,0.804479568
42.03,21,4,9874,0.889198906
29.13,71,10,17063,0.514551955
85.16,480,6,10398,0.844287363
76.06,108,8,11256,0.779856077
22.68,39,10,14000,0.627
64.55,49,9,11238,0.780995729
78.94,69,7,11776,0.745252208
103.94,106,10,12012,0.730573593
42.45,94,7,10688,0.820965569
84.26,166,11,11937,0.735000419
24.68,247,9,12729,0.689260743
37.52,46,14,11018,0.796278816
33.06,128,6,10720,0.818408582
40.48,24,17,10787,0.813291925
16.16,87,5,12782,0.686348772
40.9,61,7,12168,0.72097551
93.52,212,5,13626,0.643742845
39.35,116,11,15006,0.584486206
31.61,305,11,13653,0.642387754
63.74,101,7,15082,0.581513725
95.06,213,13,16815,0.521531966
28.97,337,10,8977,0.976851955
51.48,61,16,10264,0.85435795
12.06,15,12,13945,0.628741484
61.97,124,11,15036,0.583107209
35.1,312,5,10605,0.826737388
49.45,304,6,11973,0.732264261
73.23,162,6,10888,0.805223181
17.77,49,8,11640,0.753179553
105.74,126,6,12316,0.71182608
100.97,37,19,21441,0.408880183
21.97,213,6,11538,0.759799792
76.16,13,6,14622,0.599493913
48.61,115,11,16558,0.529397874
32.45,9,13,14813,0.591738338
85.81,432,8,10653,0.822782315
30.87,352,5,12898,0.679562723
38.58,135,8,13531,0.647758481
46.32,237,14,13586,0.645093479
21.55,194,10,12548,0.698433216
74.52,10,15,14982,0.58493926
33.06,133,12,12746,0.687536482
12.39,4,14,15064,0.581740574
28.42,121,7,11983,0.731246766
35.42,171,5,15311,0.572297041
91.16,111,10,13061,0.670875124
40.16,11,7,12056,0.726770902
56.19,36,11,16560,0.529091787
46.71,61,10,11655,0.751477477
48.35,7,10,11917,0.73495091
76.65,187,11,10936,0.800790051
22.55,1,14,10364,0.844950791
53.97,75,18,10768,0.813205795
106.35,114,5,11909,0.735264926
78.48,41,9,12289,0.712518512
31.13,286,9,11973,0.731295415
62.84,230,7,9815,0.892055018
61.48,44,8,17222,0.508374173
14.97,14,9,10285,0.851225085
14.19,85,5,10450,0.837686124
24.48,26,9,12195,0.717777778
24.97,412,5,9835,0.89
96.48,4,7,15236,0.574495274
32.61,155,7,14518,0.602905359
56.39,131,8,12066,0.725323222
44.45,127,12,13654,0.640946243
29.19,701,3,6520,1.341947853
47.16,170,9,9151,0.956034313
53.65,138,7,13318,0.65686064
55.19,485,6,10923,0.800869724
89.97,129,12,13343,0.655608184
72.71,66,10,10876,0.804274549
39.35,177,7,12684,0.689568748
46.65,286,11,15335,0.570359961
93.71,57,8,13838,0.632056656
44.84,90,12,13101,0.667608579
66.29,295,9,9712,0.900521005
110.61,137,6,12333,0.709104841
58.48,214,16,9305,0.939737775
76.35,20,11,15330,0.570386823
84.52,67,9,10226,0.855077254
71.19,20,14,13600,0.642942647
15.29,32,10,14191,0.61606793
75.58,7,9,13328,0.655926621
101.03,12,12,14469,0.60419172
41.58,189,4,6821,1.281530567
68.77,66,6,12387,0.705660773
107.52,221,5,11893,0.734944926
55.55,112,11,10495,0.832775607
47.81,11,6,9940,0.879267606
67.81,187,7,7306,1.196242814
14.13,88,10,11463,0.762319637
85.9,189,10,13981,0.624999642
52.74,38,12,13952,0.626262185
29.16,176,7,9229,0.94672879
28.35,122,11,15339,0.569546907
18.65,92,17,12631,0.691549363
78.9,159,7,10363,0.842835086
47.84,420,11,10119,0.863118885
18.74,173,8,11080,0.788250903
32.55,307,13,14124,0.618344662
33.35,267,9,11854,0.736719251
16.84,443,8,16130,0.541416615
34.29,122,9,12166,0.717789742
12.68,19,8,15100,0.578308609
30.55,22,6,16287,0.536106097
79.97,33,9,11783,0.741007384
31.48,120,21,8635,1.011096699
42.06,17,6,13932,0.626666667
20.23,1,16,10561,0.826587444
27.13,20,8,11853,0.736484434
38.23,83,10,12494,0.698643349
25.23,41,7,16435,0.531108001
73.77,201,7,8879,0.982999212
13.94,121,9,16285,0.535955173
63.68,1,15,15752,0.554087735
32.68,137,14,12292,0.710047999
69.81,91,15,19000,0.45935
29.42,49,6,14054,0.620971965
80.23,145,8,11585,0.753302546
39.06,95,4,10670,0.817757263
12.16,189,5,5988,1.457059118
81.97,149,10,12544,0.695461575
54.13,43,8,13446,0.648796668
74.19,168,6,11176,0.780560129
52.71,3,13,15580,0.559910783
65.55,101,7,11266,0.774251731
32.65,132,8,16120,0.541109801
40.94,619,4,10572,0.825
21.94,354,4,10572,0.825
76.87,3,12,14433,0.604272154
18.52,551,3,9690,0.9
55.84,156,8,12769,0.682960294
74.68,108,9,12425,0.701854326
100.94,136,8,14737,0.591741874
22.42,265,7,11838,0.736644703
36.97,77,9,10753,0.810942063
78.55,27,15,12043,0.724051316
90.06,157,7,13814,0.631148111
40.26,80,7,12998,0.670770888
17.71,286,8,9967,0.874723588
49.42,27,11,11206,0.777998394
53.52,116,11,9649,0.903449062
88.87,148,20,12807,0.680648083
70.68,89,11,12657,0.688692423
18.71,206,11,18010,0.483931149
13.23,47,5,11372,0.766395533
39.77,61,6,12091,0.720812174
14.97,140,6,11686,0.745750471
59.71,103,10,12143,0.717671086
18.87,225,11,13284,0.656026046
35.84,36,5,15051,0.578964188
104.1,103,12,11556,0.754048114
21.23,242,10,12925,0.67415087
100.13,80,10,10513,0.82879863
14.84,156,4,6405,1.360349727
34.23,117,10,12674,0.687425438
48.74,19,16,15405,0.565552743
31.97,75,13,18914,0.460628106
81.19,36,9,12076,0.721344816
19.77,38,12,24818,0.350985172
69.81,127,6,13974,0.623325462
21.74,4,8,12465,0.698756518
21.97,67,16,10369,0.839809046
20.9,93,7,11073,0.78638761
19.39,371,5,11610,0.75
40.03,410,9,13234,0.657964334
18.68,23,15,10997,0.791756843
20.87,3,6,12804,0.68
13.55,2,7,12866,0.676684284
30.77,367,8,16408,0.530597879
19,261,8,11089,0.785081612
29.29,67,9,11225,0.775556347
44.16,7,11,11322,0.768903021
31.84,54,6,9933,0.876345515
85.35,38,8,9272,0.938754314
68.94,52,6,12603,0.690582401
26.97,128,10,13408,0.649079654
23.45,226,9,11249,0.773653658
12.71,31,14,9635,0.903201868
20.84,16,7,15146,0.574558299
30.13,158,9,10272,0.847058022
107.39,12,9,15934,0.546031756
13.77,30,13,14853,0.585754393
15.65,1,12,13584,0.640444641
18.97,10,10,11339,0.767157598
76.32,151,14,13671,0.636259966
44.77,132,15,9918,0.877011494
17.52,410,2,12684,0.685745822
18.29,171,8,9275,0.937785445
27,58,7,11466,0.758571429
14.84,25,8,11015,0.789620517
39.68,40,12,11398,0.763024215
14.77,241,4,9636,0.9025
56.35,52,10,14230,0.611082923
54.94,10,8,15835,0.549095674
19.74,113,10,13480,0.645
37.13,153,5,11090,0.784
55.42,152,8,10545,0.824494073
14.16,25,7,10045,0.865445495
50.32,556,5,13284,0.654351099
76.06,45,6,12282,0.707732454
31.48,469,9,13056,0.665766697
96,138,10,10453,0.831524921
19.55,384,6,15968,0.544282315
68.68,271,4,6320,1.375110759
68.68,143,9,11100,0.782940541
78.16,49,6,12754,0.681375255
84.35,107,8,16236,0.535226041
52.26,54,5,15489,0.561032991
42.13,3,11,11485,0.756623422
41.94,73,6,9291,0.935109246
19.48,77,10,12507,0.694648597
38.13,232,11,9721,0.893636457
73.1,396,5,8687,1
35.35,102,8,10065,0.862978639
37.35,42,5,7050,1.23192766
19.71,31,11,10752,0.807753906
21.42,163,8,11837,0.733707865
40.35,25,10,11541,0.752497184
20.16,519,7,13110,0.662414188
78.35,164,9,16189,0.536416085
26.26,379,8,21376,0.40625
67.16,326,7,10217,0.849921699
41.19,3,15,9686,0.896461904
47.81,30,14,10626,0.817142857
92.16,67,4,7767,1.117914253
64.84,486,12,10064,0.862738474
100.74,233,8,11002,0.789159244
21.39,3,11,13349,0.650367818
23.13,311,8,11944,0.726712157
71.16,70,11,13303,0.652460347
48.23,42,13,13033,0.665872784
30.42,285,15,9824,0.883268526
37.23,16,7,9467,0.916561741
96.55,2,10,10214,0.849483062
20.39,133,7,13479,0.643656799
14.97,93,5,13711,0.632744512
35.9,46,10,11363,0.763482355
65.03,160,7,9776,0.887417144
28.52,181,10,12719,0.68203711
19.84,6,21,16313,0.531768528
18.87,1,9,14761,0.587668857
27.94,114,11,9635,0.90031863
67.87,1,8,11739,0.738918136
82.42,3,15,13583,0.638603401
35.55,24,14,13365,0.649009353
95.45,348,12,12838,0.675627045
81.13,10,12,18287,0.474229234
44.13,34,8,10464,0.82875
22.74,77,8,20215,0.42898788
81.81,165,6,8960,0.967830357
39.81,553,7,11084,0.782298809
73.81,221,9,11298,0.767472119
75.42,115,8,15600,0.555814744
17.61,20,5,16735,0.518111144
73.1,44,9,12889,0.672705408
43.45,404,8,15738,0.55088639
55.32,32,7,10663,0.813023539
17.26,65,12,12586,0.688683458
21.52,143,8,12209,0.709944303
14.87,12,10,15633,0.554434849
48.26,42,12,14915,0.581116326
66.52,25,4,9021,0.960691719
34.23,79,17,13717,0.631787563
61.32,280,5,13286,0.652248231
21.32,34,11,12179,0.711532145
91.06,76,10,13754,0.630050894
39.9,123,10,12994,0.666898569
64.45,451,3,10824,0.800545085
110.61,96,11,14803,0.585327299
31.52,97,9,11612,0.74612556
18.58,4,12,12639,0.685470369
57.03,71,7,9841,0.880342445
23.13,18,10,15151,0.571791961
36.03,2,25,13118,0.660400976
17.23,15,6,12193,0.710500287
27.06,376,7,11913,0.727104843
12.94,34,11,12922,0.670313419
99.35,2,8,14161,0.611608643
48.61,10,8,9481,0.913475372
48.94,120,9,10054,0.861399443
95.16,35,5,9966,0.868946418
54.68,218,6,11571,0.748414139
110.52,51,15,15409,0.561991044
14.74,49,8,11120,0.77875
16.81,4,15,14381,0.602152145
22.42,191,6,15815,0.547550427
16.45,254,6,13131,0.659462341
72.13,19,10,9920,0.872917339
30.29,193,11,11359,0.762194735
76.87,3,10,17957,0.482135101
30.48,11,7,12935,0.669294163
45.26,26,14,12428,0.696583521
66.16,30,12,14780,0.585687415
35.68,482,10,9437,0.917272438
86.74,19,10,13333,0.64919373
71.45,106,7,10142,0.853386906
27.55,5,9,10786,0.802430002
78.74,27,10,10812,0.800490196
93.81,107,2,6138,1.41
95.58,51,8,14005,0.617945734
26.35,2,8,10378,0.833885142
31.74,70,6,10526,0.822134714
22.65,9,13,13032,0.66401857
34.26,102,7,9984,0.866733774
87.19,136,5,16198,0.534217805
35.19,120,7,9247,0.935765113
45.1,412,8,12081,0.716240377
22.45,86,10,10563,0.819074127
87.94,37,9,11785,0.734137463
22.94,476,7,13593,0.636482013
69.81,76,6,11175,0.774200447
42.29,168,9,10423,0.830043174
32.71,105,16,13263,0.652288321
12,44,12,12606,0.686239886
33.74,154,12,12165,0.7110933
37.45,124,13,10983,0.787610853
80.19,105,18,13494,0.641044168
48.42,381,12,12003,0.720611514
20.68,33,7,11226,0.770464101
55.32,2,9,11630,0.743699054
19.03,41,7,9633,0.897869822
36.9,5,10,11011,0.785499955
27.61,89,13,10642,0.812531479
98.42,29,13,17214,0.502263855
23.26,20,13,8970,0.963846154
26.77,180,5,12913,0.669391311
48.1,125,6,10755,0.8036755
48.32,556,2,5762,1.5
52.84,159,7,9960,0.867731928
13.97,69,12,12926,0.668583475
35.42,372,7,11481,0.752713178
32.23,4,6,6987,1.236805496
31.23,47,12,17041,0.507077049
70.29,56,10,10220,0.845449119
81.13,71,5,10980,0.786920765
33.23,24,8,13181,0.655451787
109.71,294,8,14550,0.593771134
32.71,195,8,13057,0.661616757
41.61,132,12,13568,0.636674528
29.19,150,6,12712,0.679539805
65.87,186,10,12040,0.717425249
43.42,183,5,14312,0.60341322
35.58,125,8,13842,0.623827482
14.45,7,7,12419,0.695217006
20.23,113,11,13321,0.648111253
41.45,95,6,13144,0.65680843
49.29,4,19,14756,0.585054215
76.42,11,8,10908,0.791422809
107.74,23,12,15696,0.55
43.71,124,9,12491,0.691059963
52.16,86,9,10319,0.836501599
15.06,2,7,10919,0.790519278
16.97,114,6,9552,0.903479899
101.13,78,12,11580,0.745201209
72.81,23,11,11401,0.756844136
31.13,429,8,10566,0.816453719
15.81,6,8,13918,0.619773674
34.77,604,2,12174,0.708542796
100.19,37,3,6117,1.41
85.71,250,9,13703,0.62937313
19.26,89,14,16204,0.532180326
67.65,175,6,9647,0.893894475
48.19,514,9,13311,0.647802569
24.06,401,10,10114,0.852570694
43.35,11,7,9925,0.868793955
86.74,158,9,12292,0.701483078
26.42,84,14,12544,0.687372449
95.87,83,9,14487,0.595170843
32.39,308,8,11345,0.759977964
27.48,274,8,16184,0.532718117
15.1,67,6,11538,0.74716762
19.29,213,5,11222,0.768183033
80,6,6,11185,0.770677693
84,194,12,11292,0.763354587
35.52,24,9,11416,0.755056062
63.81,67,7,11225,0.767861024
69.61,156,10,14274,0.603820233
38.32,70,12,11784,0.731361168
23.03,339,9,16666,0.517082683
82.26,202,11,14310,0.602184486
74.06,59,8,11752,0.733230088
62.06,86,9,12829,0.671658742
71.94,67,16,14070,0.612412225
95.48,226,6,11107,0.775774737
16.13,90,8,12525,0.68794491
24.29,363,11,14146,0.609062633
60.13,202,10,13547,0.6359563
53.19,22,11,11521,0.747762347
50.58,24,12,11512,0.74834173
63.13,157,6,13042,0.660510658
103.32,42,11,17134,0.502757675
34.94,75,7,14099,0.610928435
56.42,606,6,12352,0.697328368
79.1,175,6,10133,0.850003947
23.52,37,16,10384,0.829375
45.52,259,11,16231,0.53059639
18.55,141,6,10610,0.811573044
38.23,80,9,8988,0.958010681
12.16,188,4,15360,0.560546875
23.13,252,9,12378,0.695537243
99.39,21,8,15039,0.572458275
52.87,19,13,11265,0.76422814
18.94,36,13,9618,0.895021834
102.61,32,9,14233,0.604796599
28.81,35,8,13967,0.616297702
90.87,85,14,14356,0.599573697
65.97,127,9,15472,0.556309462
21.39,502,6,9394,0.916244411
73.45,528,9,10985,0.783500228
30.97,80,12,11513,0.74749848
75.03,120,7,11733,0.733340152
67.84,4,9,14677,0.586228793
29,21,7,11688,0.736103696
16.06,309,2,7322,1.175
68.16,205,11,11962,0.719193279
17.03,2,8,12229,0.703482705
46.74,70,9,11510,0.747419635
87.16,169,2,8747,0.983513205
17.42,229,9,18194,0.472799824
21.35,109,8,12759,0.674196254
84.65,499,4,10228,0.841024638
24.58,77,8,11318,0.759964658
16.39,5,13,17288,0.497521981
46.42,34,8,14012,0.6137839
76.94,71,13,10934,0.786545637
59.71,4,17,13907,0.618313799
27.52,131,8,11764,0.730847501
47.84,42,10,10344,0.831162026
14.13,15,8,12398,0.693394096
15.55,122,7,10525,0.816761995
24.52,97,6,11494,0.747894554
96.06,139,8,12963,0.663128905
44.29,89,8,12275,0.700232179
105.65,93,14,12049,0.713352975
47.77,24,11,16791,0.511846823
32.77,20,16,17180,0.500224098
35.26,37,11,19890,0.431982906
102.45,243,12,17176,0.500227643
70.52,25,10,17111,0.502127287
14.13,25,8,11394,0.753913463
14.1,72,10,12470,0.688851644
38.65,266,8,9607,0.894131363
80.87,242,7,9978,0.860873923
53.13,144,9,13125,0.654439619
12.84,247,5,10295,0.834279747
69.42,150,6,12161,0.706265932
48.03,188,8,11557,0.743163451
41.42,159,11,11500,0.74684087
52.71,319,9,14683,0.584921338
63.55,64,9,10702,0.802498598
82.06,3,10,11016,0.779530683
27.23,597,6,9645,0.890331778
29.61,7,10,14991,0.572819025
29.65,30,10,15937,0.538728744
26.71,409,7,10261,0.836721567
30.23,367,10,12520,0.685646965
13.81,33,14,15296,0.561190507
17.26,148,7,11466,0.748571429
46.87,151,8,15029,0.571045312
105.81,57,15,11931,0.719292599
43.19,1,14,11688,0.734198323
82.68,21,8,10068,0.852333135
15.94,6,10,11921,0.719760926
81.32,43,11,10800,0.794405556
60.84,307,13,10532,0.814603114
12.71,23,5,10066,0.852264057
63.45,174,10,12767,0.671787421
40.16,17,8,10884,0.787960309
46.39,170,10,19670,0.436
27.19,400,12,15346,0.558842695
27.39,171,8,10373,0.826713583
74.45,46,4,11524,0.744090594
51.68,4,12,13582,0.631292151
60.94,193,9,10461,0.819601377
71.52,64,12,9947,0.861936262
50.81,4,11,12023,0.713037511
80.42,270,14,9370,0.914805763
24.65,360,9,12316,0.695956479
78.1,26,10,14349,0.597334309
64.06,165,11,10455,0.819792444
91.58,40,9,12501,0.685612351
20.58,62,11,10125,0.846459259
12.16,132,5,13037,0.657385902
70.26,18,11,14984,0.571831954
64.13,100,8,9940,0.861995976
14.87,114,6,10779,0.794860377
33.84,555,8,10491,0.816642837
104.29,334,5,10208,0.83924373
14.71,94,14,10856,0.789129514
83.97,133,9,10481,0.817342811
45.19,99,13,14010,0.611364026
52.13,18,15,11541,0.742142795
35.55,5,10,9330,0.918
13.74,72,6,13340,0.642014993
31.52,47,4,6730,1.272485884
14.45,330,6,10394,0.823883972
78.81,306,8,11195,0.764778919
22.74,313,9,15099,0.567034241
39.26,107,11,13797,0.620532725
26.32,558,3,9520,0.899264706
65.74,68,9,11837,0.723228014
106.94,4,6,9599,0.891819981
16.26,140,10,14560,0.587925137
69.77,148,7,15433,0.554663384
49.19,104,11,10949,0.781815691
51.35,77,14,11487,0.745171933
68.19,309,8,12545,0.682196094
76.42,117,8,11090,0.771695221
28.71,61,7,10864,0.787720913
40.45,27,10,11699,0.73145568
101.52,3,13,9729,0.879404872
51.87,559,8,10530,0.812421652
59.32,68,5,12058,0.709364737
30.55,6,11,13047,0.655514678
38.48,211,6,9796,0.872884851
19.71,10,12,11862,0.720848929
101.19,11,14,13759,0.621425976
60.45,61,6,15651,0.546287138
48.61,8,11,19014,0.449648154
65.23,3,12,16256,0.525896284
92.84,4,11,16502,0.518035996
45.52,17,12,9977,0.856749524
67.61,372,4,11780,0.725606961
52.65,160,9,10180,0.839642436
23.16,120,14,11214,0.762142857
94.39,11,6,15398,0.554959735
47.84,319,8,11496,0.743258525
41.19,262,9,11519,0.741770987
20.45,95,9,13580,0.629135493
26.71,265,11,13848,0.616859474
14,69,12,15050,0.567580066
12.84,47,13,17004,0.502307692
76.19,124,10,15393,0.554846359
22.81,25,9,11042,0.773477631
69.81,56,6,12965,0.658752025
14.87,28,10,12411,0.688156474
74.45,18,15,16765,0.50943215
51,69,10,17843,0.478652693
12.35,135,4,5836,1.463327622
28.68,80,6,12194,0.700336231
25.77,175,13,13823,0.617776894
35.39,112,11,11475,0.744182135
13.97,30,18,10397,0.821246513
60.61,498,8,12075,0.70699793
77.29,11,15,12917,0.660884106
101.29,89,9,21912,0.389569642
45.68,173,10,15986,0.533879645
107.42,114,12,12046,0.708440146
54.68,216,8,13459,0.634057508
27.81,9,7,11329,0.753253597
92.45,243,5,8035,1.062003734
43.71,252,11,13001,0.656347973
82.29,91,11,15453,0.552167864
68.48,12,10,15840,0.53867298
81.35,109,8,12235,0.697364119
89.97,219,12,11725,0.727663966
20.68,157,14,11574,0.73715483
20.45,56,8,10872,0.784696468
84.39,264,6,10484,0.813695155
21.58,280,10,14898,0.572589609
24.65,12,4,5895,1.446885496
91.68,41,7,15527,0.549304437
104.61,26,6,10026,0.850635348
46.26,170,9,11552,0.738201177
34.48,215,10,13414,0.635727598
13.42,11,11,13996,0.60927122
38.9,232,10,14377,0.593102177
79.65,26,7,11753,0.725519442
45.94,105,6,10671,0.799008528
46.61,130,12,14514,0.587426623
92.81,201,7,7725,1.103629773
39.45,432,6,6936,1.229137832
15.52,60,13,17785,0.479283666
21.52,363,7,12497,0.682087701
45.68,19,9,12676,0.672422689
29.84,576,9,10526,0.809623789
28.26,108,11,11106,0.767340176
69.71,70,12,11640,0.732121993
21.48,12,6,10491,0.812257173
37.97,37,6,10337,0.82432137
23.71,252,9,9547,0.892500262
66.68,64,7,10083,0.845007438
51.74,317,9,15927,0.534928109
52.97,162,7,11073,0.769268491
23.58,31,13,12490,0.681983187
25.68,222,11,12667,0.672412568
77.61,70,6,10563,0.806335321
88.16,60,7,13769,0.618571429
12.1,18,8,13304,0.640159351
31,39,11,9766,0.872026418
67.16,152,9,12101,0.703756714
32.29,249,9,9002,0.945947567
